#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h1tg000084l_7_IGH	+	678877	688860	9984	h1tg000084l_7_IGH	+	651184	660790	9607	91.4%
h1tg000084l_7_IGH	+	659060	688860	29801	h1tg000084l_7_IGH	+	649942	679384	29443	88.8%
h1tg000084l_7_IGH	+	1	688860	688860	h1tg000084l_7_IGH	+	1	688860	688860	100.0%
h1tg000084l_7_IGH	+	687107	688832	1726	h1tg000084l_7_IGH	+	649942	651663	1722	88.7%
h1tg000084l_7_IGH	+	668767	688832	20066	h1tg000084l_7_IGH	+	649942	670489	20548	90.6%
h1tg000084l_7_IGH	+	687107	687666	560	h1tg000084l_7_IGH	+	678503	679057	555	81.4%
h1tg000084l_7_IGH	+	678702	687152	8451	h1tg000084l_7_IGH	+	640887	649480	8594	87.2%
h1tg000084l_7_IGH	+	684296	684914	619	h1tg000084l_7_IGH	+	665970	666651	682	66.1%
h1tg000084l_7_IGH	+	684251	684824	574	h1tg000084l_7_IGH	+	665989	666736	748	69.9%
h1tg000084l_7_IGH	+	684300	684415	116	h1tg000084l_7_IGH	+	684252	684376	125	75.7%
h1tg000084l_7_IGH	+	684296	684415	120	h1tg000084l_7_IGH	+	665938	666065	128	81.4%
h1tg000084l_7_IGH	+	684109	684407	299	h1tg000084l_7_IGH	+	684075	684385	311	73.3%
h1tg000084l_7_IGH	+	684296	684407	112	h1tg000084l_7_IGH	+	665986	666107	122	84.7%
h1tg000084l_7_IGH	+	684315	684402	88	h1tg000084l_7_IGH	+	646503	646596	94	77.0%
h1tg000084l_7_IGH	+	684300	684395	96	h1tg000084l_7_IGH	+	675050	675154	105	86.3%
h1tg000084l_7_IGH	+	684251	684385	135	h1tg000084l_7_IGH	+	646580	646750	171	82.1%
h1tg000084l_7_IGH	+	684075	684385	311	h1tg000084l_7_IGH	+	684109	684407	299	73.3%
h1tg000084l_7_IGH	+	684238	684351	114	h1tg000084l_7_IGH	+	665995	666107	113	88.3%
h1tg000084l_7_IGH	+	679249	679498	250	h1tg000084l_7_IGH	+	670382	670620	239	75.1%
h1tg000084l_7_IGH	+	649942	679384	29443	h1tg000084l_7_IGH	+	659060	688860	29801	88.7%
