#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg000149l_4_IGH	+	683	1070	388	h1tg000084l_7_IGH	-	124318	124735	418	75.4%
h2tg000149l_4_IGH	+	761	1441	681	h1tg000084l_7_IGH	-	242560	243302	743	74.8%
h2tg000149l_4_IGH	+	761	1057	297	h1tg000084l_7_IGH	-	12028	12325	298	81.1%
h2tg000149l_4_IGH	+	761	1054	294	h1tg000084l_7_IGH	-	19395	19689	295	83.3%
h2tg000149l_4_IGH	+	762	1023	262	h1tg000084l_7_IGH	-	261309	261574	266	78.2%
h2tg000149l_4_IGH	+	762	1071	310	h1tg000084l_7_IGH	-	314064	314369	306	79.3%
h2tg000149l_4_IGH	+	762	1059	298	h1tg000084l_7_IGH	-	94468	94767	300	77.9%
h2tg000149l_4_IGH	+	764	1168	405	h1tg000084l_7_IGH	-	234424	234815	392	73.1%
h2tg000149l_4_IGH	+	765	1183	419	h1tg000084l_7_IGH	-	31517	31919	403	74.6%
h2tg000149l_4_IGH	+	1147	1441	295	h1tg000084l_7_IGH	-	387580	387884	305	76.0%
h2tg000149l_4_IGH	+	1155	1440	286	h1tg000084l_7_IGH	-	89292	89606	315	75.5%
h2tg000149l_4_IGH	+	1182	1441	260	h1tg000084l_7_IGH	-	434340	434608	269	72.5%
h2tg000149l_4_IGH	+	3546	3878	333	h1tg000084l_7_IGH	-	57898	58210	313	70.6%
h2tg000149l_4_IGH	+	3663	3863	201	h1tg000084l_7_IGH	-	156823	157008	186	74.9%
h2tg000149l_4_IGH	+	3668	3901	234	h1tg000084l_7_IGH	-	477665	477884	220	75.9%
h2tg000149l_4_IGH	+	3681	3860	180	h1tg000084l_7_IGH	-	242678	242860	183	71.7%
h2tg000149l_4_IGH	+	3686	3824	139	h1tg000084l_7_IGH	-	248514	248683	170	67.6%
h2tg000149l_4_IGH	+	3686	3878	193	h1tg000084l_7_IGH	-	187909	188090	182	76.4%
h2tg000149l_4_IGH	+	3690	3833	144	h1tg000084l_7_IGH	-	566714	566888	175	68.1%
h2tg000149l_4_IGH	+	3690	3860	171	h1tg000084l_7_IGH	-	566853	567028	176	80.6%
h2tg000149l_4_IGH	+	3690	3859	170	h1tg000084l_7_IGH	-	421536	421705	170	79.4%
h2tg000149l_4_IGH	+	3692	3860	169	h1tg000084l_7_IGH	-	318336	318495	160	78.1%
h2tg000149l_4_IGH	+	3692	3860	169	h1tg000084l_7_IGH	-	535427	535594	168	78.4%
h2tg000149l_4_IGH	+	3692	3860	169	h1tg000084l_7_IGH	-	305465	305634	170	81.7%
h2tg000149l_4_IGH	+	3692	3901	210	h1tg000084l_7_IGH	-	248606	248812	207	71.0%
h2tg000149l_4_IGH	+	3692	3848	157	h1tg000084l_7_IGH	-	586	742	157	79.0%
h2tg000149l_4_IGH	+	3692	3860	169	h1tg000084l_7_IGH	-	322774	322942	169	76.3%
h2tg000149l_4_IGH	+	3857	4834	978	h1tg000084l_7_IGH	-	524168	525127	960	78.5%
h2tg000149l_4_IGH	+	3857	4836	980	h1tg000084l_7_IGH	-	501334	502333	1000	70.6%
