#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg000149l_4_IGH	+	1	695	695	h1tg098050l_5_IGH	+	50719	51789	1071	77.3%
h2tg000149l_4_IGH	+	1	695	695	h1tg098050l_5_IGH	+	802579	803287	709	85.3%
h2tg000149l_4_IGH	+	1	695	695	h1tg098050l_5_IGH	+	651076	651840	765	85.8%
h2tg000149l_4_IGH	+	2	690	689	h1tg098050l_5_IGH	+	366812	367558	747	76.9%
h2tg000149l_4_IGH	+	2	691	690	h1tg098050l_5_IGH	+	121449	122181	733	81.5%
h2tg000149l_4_IGH	+	3	389	387	h1tg098050l_5_IGH	+	527188	527584	397	77.1%
h2tg000149l_4_IGH	+	4	20290	20287	h1tg098050l_5_IGH	+	1	20303	20303	99.7%
h2tg000149l_4_IGH	+	6	319	314	h1tg098050l_5_IGH	+	703433	703745	313	83.3%
h2tg000149l_4_IGH	+	7	1993	1987	h1tg098050l_5_IGH	+	511519	513590	2072	82.3%
h2tg000149l_4_IGH	+	24	538	515	h1tg098050l_5_IGH	+	694115	694676	562	65.5%
h2tg000149l_4_IGH	+	137	1054	918	h1tg098050l_5_IGH	+	334906	335750	845	69.5%
h2tg000149l_4_IGH	+	200	694	495	h1tg098050l_5_IGH	+	124026	124854	829	75.2%
h2tg000149l_4_IGH	+	200	1989	1790	h1tg098050l_5_IGH	+	778445	780306	1862	69.5%
h2tg000149l_4_IGH	+	489	691	203	h1tg098050l_5_IGH	+	804327	804522	196	75.9%
h2tg000149l_4_IGH	+	492	690	199	h1tg098050l_5_IGH	+	124923	125161	239	76.3%
h2tg000149l_4_IGH	+	500	695	196	h1tg098050l_5_IGH	+	51788	52007	220	72.8%
h2tg000149l_4_IGH	+	514	695	182	h1tg098050l_5_IGH	+	651698	651879	182	77.9%
h2tg000149l_4_IGH	+	520	689	170	h1tg098050l_5_IGH	+	804040	804227	188	82.0%
h2tg000149l_4_IGH	+	525	691	167	h1tg098050l_5_IGH	+	682496	682661	166	75.8%
h2tg000149l_4_IGH	+	525	690	166	h1tg098050l_5_IGH	+	682613	682795	183	73.2%
h2tg000149l_4_IGH	+	528	689	162	h1tg098050l_5_IGH	+	803986	804148	163	80.0%
h2tg000149l_4_IGH	+	528	690	163	h1tg098050l_5_IGH	+	124805	125006	202	81.5%
h2tg000149l_4_IGH	+	528	1989	1462	h1tg098050l_5_IGH	+	652024	653414	1391	81.3%
h2tg000149l_4_IGH	+	530	690	161	h1tg098050l_5_IGH	+	804146	804347	202	82.5%
h2tg000149l_4_IGH	+	530	695	166	h1tg098050l_5_IGH	+	804323	804486	164	81.6%
h2tg000149l_4_IGH	+	531	695	165	h1tg098050l_5_IGH	+	651793	651958	166	82.9%
h2tg000149l_4_IGH	+	532	636	105	h1tg098050l_5_IGH	+	682754	682856	103	78.6%
h2tg000149l_4_IGH	+	532	692	161	h1tg098050l_5_IGH	+	51879	52062	184	78.8%
h2tg000149l_4_IGH	+	536	691	156	h1tg098050l_5_IGH	+	682353	682506	154	79.1%
h2tg000149l_4_IGH	+	536	695	160	h1tg098050l_5_IGH	+	651974	652153	180	83.1%
h2tg000149l_4_IGH	+	536	631	96	h1tg098050l_5_IGH	+	152657	152751	95	81.1%
h2tg000149l_4_IGH	+	546	690	145	h1tg098050l_5_IGH	+	51273	51400	128	76.6%
h2tg000149l_4_IGH	+	549	690	142	h1tg098050l_5_IGH	+	152576	152715	140	79.7%
h2tg000149l_4_IGH	+	556	692	137	h1tg098050l_5_IGH	+	512224	512362	139	86.1%
h2tg000149l_4_IGH	+	559	695	137	h1tg098050l_5_IGH	+	121978	122088	111	81.1%
h2tg000149l_4_IGH	+	636	695	60	h1tg098050l_5_IGH	+	367330	367389	60	76.7%
h2tg000149l_4_IGH	+	729	1441	713	h1tg098050l_5_IGH	+	234449	235223	775	71.4%
h2tg000149l_4_IGH	+	758	1077	320	h1tg098050l_5_IGH	+	403208	403525	318	83.0%
h2tg000149l_4_IGH	+	761	1055	295	h1tg098050l_5_IGH	+	783904	784198	295	80.8%
h2tg000149l_4_IGH	+	761	1054	294	h1tg098050l_5_IGH	+	617729	618021	293	79.7%
h2tg000149l_4_IGH	+	761	1069	309	h1tg098050l_5_IGH	+	57623	57931	309	79.7%
h2tg000149l_4_IGH	+	761	1058	298	h1tg098050l_5_IGH	+	559243	559544	302	78.9%
h2tg000149l_4_IGH	+	762	1040	279	h1tg098050l_5_IGH	+	528570	528848	279	79.0%
h2tg000149l_4_IGH	+	763	1067	305	h1tg098050l_5_IGH	+	855402	855737	336	72.7%
h2tg000149l_4_IGH	+	765	1058	294	h1tg098050l_5_IGH	+	215285	215581	297	81.9%
h2tg000149l_4_IGH	+	768	1079	312	h1tg098050l_5_IGH	+	708737	709045	309	81.8%
h2tg000149l_4_IGH	+	1182	1441	260	h1tg098050l_5_IGH	+	399206	399472	267	74.2%
h2tg000149l_4_IGH	+	1187	1322	136	h1tg098050l_5_IGH	+	3709	3856	148	75.0%
h2tg000149l_4_IGH	+	1188	1442	255	h1tg098050l_5_IGH	+	841590	841853	264	78.6%
h2tg000149l_4_IGH	+	1436	1989	554	h1tg098050l_5_IGH	+	52368	52911	544	80.4%
h2tg000149l_4_IGH	+	1436	1989	554	h1tg098050l_5_IGH	+	125945	126497	553	80.3%
h2tg000149l_4_IGH	+	2482	2826	345	h1tg098050l_5_IGH	+	126494	126833	340	73.2%
h2tg000149l_4_IGH	+	3366	4844	1479	h1tg098050l_5_IGH	+	513947	515293	1347	72.4%
h2tg000149l_4_IGH	+	3366	4440	1075	h1tg098050l_5_IGH	+	653762	654877	1116	87.9%
h2tg000149l_4_IGH	+	3631	3860	230	h1tg098050l_5_IGH	+	392394	392612	219	72.1%
h2tg000149l_4_IGH	+	3631	3860	230	h1tg098050l_5_IGH	+	299206	299424	219	72.1%
h2tg000149l_4_IGH	+	3651	3860	210	h1tg098050l_5_IGH	+	236359	236567	209	71.8%
h2tg000149l_4_IGH	+	3671	3860	190	h1tg098050l_5_IGH	+	525355	525542	188	72.7%
h2tg000149l_4_IGH	+	3678	3847	170	h1tg098050l_5_IGH	+	171555	171724	170	76.9%
