#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h1tg000084l_7_IGH	+	1	9984	9984	h1tg000084l_7_IGH	+	28071	37677	9607	91.4%
h1tg000084l_7_IGH	+	1	29801	29801	h1tg000084l_7_IGH	+	9477	38919	29443	88.8%
h1tg000084l_7_IGH	+	1	688860	688860	h1tg000084l_7_IGH	+	1	688860	688860	100.0%
h1tg000084l_7_IGH	+	29	1754	1726	h1tg000084l_7_IGH	+	37198	38919	1722	88.7%
h1tg000084l_7_IGH	+	29	20094	20066	h1tg000084l_7_IGH	+	18372	38919	20548	90.6%
h1tg000084l_7_IGH	+	1195	1754	560	h1tg000084l_7_IGH	+	9804	10358	555	81.4%
h1tg000084l_7_IGH	+	1709	10159	8451	h1tg000084l_7_IGH	+	39381	47974	8594	87.2%
h1tg000084l_7_IGH	+	3947	4565	619	h1tg000084l_7_IGH	+	22210	22891	682	66.1%
h1tg000084l_7_IGH	+	4037	4610	574	h1tg000084l_7_IGH	+	22125	22872	748	69.9%
h1tg000084l_7_IGH	+	4446	4561	116	h1tg000084l_7_IGH	+	4485	4609	125	75.7%
h1tg000084l_7_IGH	+	4446	4565	120	h1tg000084l_7_IGH	+	22796	22923	128	81.4%
h1tg000084l_7_IGH	+	4454	4752	299	h1tg000084l_7_IGH	+	4476	4786	311	73.3%
h1tg000084l_7_IGH	+	4454	4565	112	h1tg000084l_7_IGH	+	22754	22875	122	84.7%
h1tg000084l_7_IGH	+	4459	4546	88	h1tg000084l_7_IGH	+	42265	42358	94	77.0%
h1tg000084l_7_IGH	+	4466	4561	96	h1tg000084l_7_IGH	+	13707	13811	105	86.3%
h1tg000084l_7_IGH	+	4476	4610	135	h1tg000084l_7_IGH	+	42111	42281	171	82.1%
h1tg000084l_7_IGH	+	4476	4786	311	h1tg000084l_7_IGH	+	4454	4752	299	73.3%
h1tg000084l_7_IGH	+	4510	4623	114	h1tg000084l_7_IGH	+	22754	22866	113	88.3%
h1tg000084l_7_IGH	+	9363	9612	250	h1tg000084l_7_IGH	+	18241	18479	239	75.1%
h1tg000084l_7_IGH	+	9477	38919	29443	h1tg000084l_7_IGH	+	1	29801	29801	88.7%
h1tg000084l_7_IGH	+	9505	9612	108	h1tg000084l_7_IGH	+	37198	37305	108	88.9%
h1tg000084l_7_IGH	+	9804	10358	555	h1tg000084l_7_IGH	+	29263	29801	539	81.1%
h1tg000084l_7_IGH	+	9804	10358	555	h1tg000084l_7_IGH	+	1195	1754	560	81.4%
h1tg000084l_7_IGH	+	9907	18502	8596	h1tg000084l_7_IGH	+	38458	47048	8591	89.9%
h1tg000084l_7_IGH	+	9912	10358	447	h1tg000084l_7_IGH	+	19651	20094	444	84.0%
h1tg000084l_7_IGH	+	13113	13811	699	h1tg000084l_7_IGH	+	22087	22967	881	71.5%
h1tg000084l_7_IGH	+	13593	13811	219	h1tg000084l_7_IGH	+	13554	13747	194	68.8%
h1tg000084l_7_IGH	+	13636	13811	176	h1tg000084l_7_IGH	+	22737	22903	167	76.6%
h1tg000084l_7_IGH	+	13651	13812	162	h1tg000084l_7_IGH	+	22887	23064	178	74.7%
h1tg000084l_7_IGH	+	13670	13804	135	h1tg000084l_7_IGH	+	42112	42242	131	80.8%
h1tg000084l_7_IGH	+	18241	18480	240	h1tg000084l_7_IGH	+	9363	9613	251	75.2%
h1tg000084l_7_IGH	+	18372	18502	131	h1tg000084l_7_IGH	+	28099	28226	128	87.5%
h1tg000084l_7_IGH	+	18372	38919	20548	h1tg000084l_7_IGH	+	29	20094	20066	90.6%
h1tg000084l_7_IGH	+	19651	20094	444	h1tg000084l_7_IGH	+	9912	10358	447	84.0%
h1tg000084l_7_IGH	+	20092	28048	7957	h1tg000084l_7_IGH	+	39418	47224	7807	88.7%
