#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg035618l_1_IGH	+	1	697	697	h2tg035618l_1_IGH	+	357634	358310	677	76.9%
h2tg035618l_1_IGH	+	1	697	697	h2tg035618l_1_IGH	+	50708	51780	1073	77.4%
h2tg035618l_1_IGH	+	1	321	321	h2tg035618l_1_IGH	+	798745	799065	321	83.1%
h2tg035618l_1_IGH	+	1	697	697	h2tg035618l_1_IGH	+	776072	776748	677	76.6%
h2tg035618l_1_IGH	+	1	1993	1993	h2tg035618l_1_IGH	+	588533	590633	2101	82.1%
h2tg035618l_1_IGH	+	1	693	693	h2tg035618l_1_IGH	+	121283	122018	736	81.3%
h2tg035618l_1_IGH	+	1	2006	2006	h2tg035618l_1_IGH	+	745934	748283	2350	81.3%
h2tg035618l_1_IGH	+	1	867185	867185	h2tg035618l_1_IGH	+	1	867185	867185	100.0%
h2tg035618l_1_IGH	+	5	391	387	h2tg035618l_1_IGH	+	604236	604632	397	76.8%
h2tg035618l_1_IGH	+	139	1054	916	h2tg035618l_1_IGH	+	325749	326592	844	70.0%
h2tg035618l_1_IGH	+	202	691	490	h2tg035618l_1_IGH	+	123863	124627	765	74.2%
h2tg035618l_1_IGH	+	494	696	203	h2tg035618l_1_IGH	+	124487	124691	205	76.2%
h2tg035618l_1_IGH	+	494	692	199	h2tg035618l_1_IGH	+	124760	124998	239	75.8%
h2tg035618l_1_IGH	+	494	694	201	h2tg035618l_1_IGH	+	589122	589345	224	72.5%
h2tg035618l_1_IGH	+	494	694	201	h2tg035618l_1_IGH	+	125052	125273	222	75.5%
h2tg035618l_1_IGH	+	494	692	199	h2tg035618l_1_IGH	+	776823	777037	215	79.6%
h2tg035618l_1_IGH	+	498	697	200	h2tg035618l_1_IGH	+	777534	777752	219	75.9%
h2tg035618l_1_IGH	+	508	692	185	h2tg035618l_1_IGH	+	51750	51969	220	79.6%
h2tg035618l_1_IGH	+	521	691	171	h2tg035618l_1_IGH	+	746680	746870	191	81.0%
h2tg035618l_1_IGH	+	530	615	86	h2tg035618l_1_IGH	+	609	692	84	79.8%
h2tg035618l_1_IGH	+	530	693	164	h2tg035618l_1_IGH	+	777778	777941	164	76.7%
h2tg035618l_1_IGH	+	530	697	168	h2tg035618l_1_IGH	+	746807	746974	168	77.6%
h2tg035618l_1_IGH	+	534	694	161	h2tg035618l_1_IGH	+	51870	52048	179	78.1%
h2tg035618l_1_IGH	+	534	697	164	h2tg035618l_1_IGH	+	746772	746934	163	77.9%
h2tg035618l_1_IGH	+	538	677	140	h2tg035618l_1_IGH	+	358748	358885	138	74.5%
h2tg035618l_1_IGH	+	538	693	156	h2tg035618l_1_IGH	+	777671	777824	154	78.4%
h2tg035618l_1_IGH	+	538	675	138	h2tg035618l_1_IGH	+	778056	778191	136	72.8%
h2tg035618l_1_IGH	+	538	697	160	h2tg035618l_1_IGH	+	746834	747013	180	84.4%
h2tg035618l_1_IGH	+	538	697	160	h2tg035618l_1_IGH	+	777729	777906	178	76.9%
h2tg035618l_1_IGH	+	538	697	160	h2tg035618l_1_IGH	+	776609	776768	160	81.0%
h2tg035618l_1_IGH	+	538	697	160	h2tg035618l_1_IGH	+	777597	777789	193	83.5%
h2tg035618l_1_IGH	+	542	697	156	h2tg035618l_1_IGH	+	776945	777100	156	80.0%
h2tg035618l_1_IGH	+	543	694	152	h2tg035618l_1_IGH	+	51701	51874	174	80.8%
h2tg035618l_1_IGH	+	543	694	152	h2tg035618l_1_IGH	+	51415	51619	205	80.1%
h2tg035618l_1_IGH	+	544	713	170	h2tg035618l_1_IGH	+	358696	358909	214	78.7%
h2tg035618l_1_IGH	+	547	697	151	h2tg035618l_1_IGH	+	746513	746661	149	75.0%
h2tg035618l_1_IGH	+	547	697	151	h2tg035618l_1_IGH	+	746608	746779	172	82.0%
h2tg035618l_1_IGH	+	547	697	151	h2tg035618l_1_IGH	+	746550	746700	151	80.7%
h2tg035618l_1_IGH	+	547	697	151	h2tg035618l_1_IGH	+	746589	746739	151	83.3%
h2tg035618l_1_IGH	+	549	692	144	h2tg035618l_1_IGH	+	776581	776724	144	83.8%
h2tg035618l_1_IGH	+	557	691	135	h2tg035618l_1_IGH	+	124765	124900	136	79.3%
h2tg035618l_1_IGH	+	558	694	137	h2tg035618l_1_IGH	+	589247	589385	139	85.4%
