#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg000042l_9_IGH	+	3493	4418	926	h1tg000089l_5_IGH	+	787901	788816	916	53.4%
h2tg000042l_9_IGH	+	18117	18842	726	h1tg000089l_5_IGH	+	651864	652583	720	66.9%
h2tg000042l_9_IGH	+	18371	21345	2975	h1tg000089l_5_IGH	+	329691	332631	2941	71.0%
h2tg000042l_9_IGH	+	19629	20915	1287	h1tg000089l_5_IGH	+	454622	455917	1296	72.7%
h2tg000042l_9_IGH	+	20346	21908	1563	h1tg000089l_5_IGH	+	545735	547029	1295	64.0%
h2tg000042l_9_IGH	+	20346	21908	1563	h1tg000089l_5_IGH	+	521488	522781	1294	64.1%
h2tg000042l_9_IGH	+	20346	21908	1563	h1tg000089l_5_IGH	+	497620	498917	1298	63.8%
h2tg000042l_9_IGH	+	20346	21908	1563	h1tg000089l_5_IGH	+	473355	474649	1295	63.9%
h2tg000042l_9_IGH	+	20346	21908	1563	h1tg000089l_5_IGH	+	439056	440353	1298	63.8%
h2tg000042l_9_IGH	+	20346	21908	1563	h1tg000089l_5_IGH	+	414790	416085	1296	63.0%
h2tg000042l_9_IGH	+	20394	20649	256	h1tg000089l_5_IGH	+	579282	579541	260	75.8%
h2tg000042l_9_IGH	+	22666	22919	254	h1tg000089l_5_IGH	+	171243	171465	223	80.0%
h2tg000042l_9_IGH	+	22679	23000	322	h1tg000089l_5_IGH	+	515956	516285	330	73.5%
h2tg000042l_9_IGH	+	22679	23000	322	h1tg000089l_5_IGH	+	467831	468160	330	73.5%
h2tg000042l_9_IGH	+	22679	23000	322	h1tg000089l_5_IGH	+	409270	409600	331	72.9%
h2tg000042l_9_IGH	+	22679	22898	220	h1tg000089l_5_IGH	+	540690	540912	223	79.5%
h2tg000042l_9_IGH	+	22679	22898	220	h1tg000089l_5_IGH	+	492574	492796	223	80.4%
h2tg000042l_9_IGH	+	22679	22898	220	h1tg000089l_5_IGH	+	433994	434216	223	80.4%
h2tg000042l_9_IGH	+	22679	22907	229	h1tg000089l_5_IGH	+	680526	680756	231	78.9%
h2tg000042l_9_IGH	+	22680	22899	220	h1tg000089l_5_IGH	+	223986	224218	233	76.4%
h2tg000042l_9_IGH	+	22681	22881	201	h1tg000089l_5_IGH	+	301563	301772	210	83.3%
h2tg000042l_9_IGH	+	22681	22933	253	h1tg000089l_5_IGH	+	12407	12658	252	82.3%
h2tg000042l_9_IGH	+	22684	22907	224	h1tg000089l_5_IGH	+	216624	216852	229	79.9%
h2tg000042l_9_IGH	+	22688	22904	217	h1tg000089l_5_IGH	+	300717	300940	224	79.2%
