#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h1tg098050l_5_IGH	+	1	386	386	h2tg035618l_1_IGH	+	604237	604632	396	76.8%
h1tg098050l_5_IGH	+	1	189409	189409	h2tg035618l_1_IGH	+	6	189371	189366	99.8%
h1tg098050l_5_IGH	+	3	316	314	h2tg035618l_1_IGH	+	798753	799065	313	83.0%
h1tg098050l_5_IGH	+	3	692	690	h2tg035618l_1_IGH	+	745942	746700	759	85.6%
h1tg098050l_5_IGH	+	4	692	689	h2tg035618l_1_IGH	+	50717	51475	759	75.9%
h1tg098050l_5_IGH	+	4	692	689	h2tg035618l_1_IGH	+	357643	358350	708	76.7%
h1tg098050l_5_IGH	+	4	692	689	h2tg035618l_1_IGH	+	776081	776748	668	76.6%
h1tg098050l_5_IGH	+	4	1989	1986	h2tg035618l_1_IGH	+	588542	590633	2092	82.0%
h1tg098050l_5_IGH	+	5	688	684	h2tg035618l_1_IGH	+	121293	122018	726	81.5%
h1tg098050l_5_IGH	+	208	1053	846	h2tg035618l_1_IGH	+	230717	231560	844	68.8%
h1tg098050l_5_IGH	+	489	687	199	h2tg035618l_1_IGH	+	124760	124998	239	76.8%
h1tg098050l_5_IGH	+	525	2002	1478	h2tg035618l_1_IGH	+	746884	748283	1400	81.3%
h1tg098050l_5_IGH	+	537	692	156	h2tg035618l_1_IGH	+	776945	777100	156	80.0%
h1tg098050l_5_IGH	+	544	687	144	h2tg035618l_1_IGH	+	776581	776724	144	83.8%
h1tg098050l_5_IGH	+	755	1073	319	h2tg035618l_1_IGH	+	394317	394634	318	82.9%
h1tg098050l_5_IGH	+	758	1050	293	h2tg035618l_1_IGH	+	712268	712559	292	79.7%
h1tg098050l_5_IGH	+	758	1049	292	h2tg035618l_1_IGH	+	433682	433974	293	78.5%
h1tg098050l_5_IGH	+	758	1129	372	h2tg035618l_1_IGH	+	381537	381909	373	78.0%
h1tg098050l_5_IGH	+	758	1050	293	h2tg035618l_1_IGH	+	288105	288399	295	81.2%
h1tg098050l_5_IGH	+	758	1050	293	h2tg035618l_1_IGH	+	670383	670680	298	80.3%
h1tg098050l_5_IGH	+	758	1050	293	h2tg035618l_1_IGH	+	356541	356831	291	82.7%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	512657	512954	298	74.3%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	454111	454408	298	74.3%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	546958	547255	298	76.4%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	488409	488706	298	76.4%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	429858	430155	298	76.4%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	520060	520357	298	76.0%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	461515	461812	298	76.0%
h1tg098050l_5_IGH	+	758	1054	297	h2tg035618l_1_IGH	+	571211	571508	298	76.4%
h1tg098050l_5_IGH	+	760	1050	291	h2tg035618l_1_IGH	+	526938	527227	290	78.4%
h1tg098050l_5_IGH	+	760	1050	291	h2tg035618l_1_IGH	+	468392	468680	289	78.1%
h1tg098050l_5_IGH	+	762	1050	289	h2tg035618l_1_IGH	+	492235	492522	288	78.6%
h1tg098050l_5_IGH	+	762	1050	289	h2tg035618l_1_IGH	+	550784	551073	290	78.6%
h1tg098050l_5_IGH	+	762	1054	293	h2tg035618l_1_IGH	+	206104	206399	296	81.8%
h1tg098050l_5_IGH	+	763	1050	288	h2tg035618l_1_IGH	+	516494	516781	288	78.9%
h1tg098050l_5_IGH	+	763	1050	288	h2tg035618l_1_IGH	+	457948	458235	288	78.9%
h1tg098050l_5_IGH	+	764	1075	312	h2tg035618l_1_IGH	+	804058	804366	309	81.8%
h1tg098050l_5_IGH	+	772	1050	279	h2tg035618l_1_IGH	+	143570	143968	399	82.3%
h1tg098050l_5_IGH	+	811	1050	240	h2tg035618l_1_IGH	+	727604	727845	242	76.2%
h1tg098050l_5_IGH	+	1149	1436	288	h2tg035618l_1_IGH	+	81462	81775	314	74.6%
h1tg098050l_5_IGH	+	1178	1437	260	h2tg035618l_1_IGH	+	390315	390581	267	74.2%
h1tg098050l_5_IGH	+	1178	1549	372	h2tg035618l_1_IGH	+	227234	227612	379	68.4%
h1tg098050l_5_IGH	+	1178	1435	258	h2tg035618l_1_IGH	+	663323	663591	269	71.2%
h1tg098050l_5_IGH	+	1193	1443	251	h2tg035618l_1_IGH	+	361909	362180	272	76.1%
h1tg098050l_5_IGH	+	1432	1985	554	h2tg035618l_1_IGH	+	52354	52897	544	80.4%
h1tg098050l_5_IGH	+	1432	1985	554	h2tg035618l_1_IGH	+	125782	126334	553	80.3%
h1tg098050l_5_IGH	+	2478	2846	369	h2tg035618l_1_IGH	+	590626	590994	369	87.8%
h1tg098050l_5_IGH	+	2479	2846	368	h2tg035618l_1_IGH	+	748272	748626	355	85.9%
h1tg098050l_5_IGH	+	3362	4840	1479	h2tg035618l_1_IGH	+	590990	592336	1347	72.2%
h1tg098050l_5_IGH	+	3362	4436	1075	h2tg035618l_1_IGH	+	748622	749737	1116	88.0%
h1tg098050l_5_IGH	+	3627	3856	230	h2tg035618l_1_IGH	+	383503	383721	219	72.1%
h1tg098050l_5_IGH	+	3627	3856	230	h2tg035618l_1_IGH	+	290055	290273	219	72.1%
h1tg098050l_5_IGH	+	3647	3856	210	h2tg035618l_1_IGH	+	227178	227386	209	71.3%
h1tg098050l_5_IGH	+	3648	3832	185	h2tg035618l_1_IGH	+	250011	250221	211	66.5%
h1tg098050l_5_IGH	+	3648	3819	172	h2tg035618l_1_IGH	+	154937	155119	183	66.9%
h1tg098050l_5_IGH	+	3655	3894	240	h2tg035618l_1_IGH	+	17968	18214	247	78.6%
h1tg098050l_5_IGH	+	3657	3855	199	h2tg035618l_1_IGH	+	123427	123623	197	75.1%
h1tg098050l_5_IGH	+	3677	3856	180	h2tg035618l_1_IGH	+	83703	83880	178	81.2%
h1tg098050l_5_IGH	+	3681	3856	176	h2tg035618l_1_IGH	+	476742	476917	176	71.6%
h1tg098050l_5_IGH	+	3681	3856	176	h2tg035618l_1_IGH	+	535290	535465	176	72.2%
h1tg098050l_5_IGH	+	3682	3856	175	h2tg035618l_1_IGH	+	217268	217442	175	71.4%
h1tg098050l_5_IGH	+	3683	3855	173	h2tg035618l_1_IGH	+	862108	862279	172	74.9%
h1tg098050l_5_IGH	+	3684	3871	188	h2tg035618l_1_IGH	+	106675	106874	200	78.5%
h1tg098050l_5_IGH	+	3684	3856	173	h2tg035618l_1_IGH	+	332855	333026	172	80.1%
h1tg098050l_5_IGH	+	3686	3872	187	h2tg035618l_1_IGH	+	360130	360338	209	74.6%
h1tg098050l_5_IGH	+	3688	3856	169	h2tg035618l_1_IGH	+	274902	275085	184	73.2%
h1tg098050l_5_IGH	+	3688	3856	169	h2tg035618l_1_IGH	+	390299	390464	166	80.1%
h1tg098050l_5_IGH	+	3689	3856	168	h2tg035618l_1_IGH	+	81489	81656	168	78.6%
h1tg098050l_5_IGH	+	3698	3856	159	h2tg035618l_1_IGH	+	111339	111496	158	76.4%
h1tg098050l_5_IGH	+	3699	3856	158	h2tg035618l_1_IGH	+	310729	310890	162	78.7%
h1tg098050l_5_IGH	+	3704	3821	118	h2tg035618l_1_IGH	+	747458	747574	117	74.4%
h1tg098050l_5_IGH	+	3709	3856	148	h2tg035618l_1_IGH	+	1187	1322	136	75.0%
h1tg098050l_5_IGH	+	3854	4832	979	h2tg035618l_1_IGH	+	396076	397113	1038	64.4%
h1tg098050l_5_IGH	+	3854	4832	979	h2tg035618l_1_IGH	+	724824	725861	1038	65.1%
h1tg098050l_5_IGH	+	4837	9522	4686	h2tg035618l_1_IGH	+	791324	795844	4521	73.5%
h1tg098050l_5_IGH	+	4840	9512	4673	h2tg035618l_1_IGH	+	255253	260018	4766	73.0%
h1tg098050l_5_IGH	+	5022	6379	1358	h2tg035618l_1_IGH	+	54403	55590	1188	71.4%
h1tg098050l_5_IGH	+	5697	11139	5443	h2tg035618l_1_IGH	+	400247	405605	5359	88.5%
h1tg098050l_5_IGH	+	5698	8123	2426	h2tg035618l_1_IGH	+	729061	731512	2452	87.9%
h1tg098050l_5_IGH	+	5966	7019	1054	h2tg035618l_1_IGH	+	671460	672617	1158	71.4%
h1tg098050l_5_IGH	+	7144	8263	1120	h2tg035618l_1_IGH	+	131258	132399	1142	68.2%
h1tg098050l_5_IGH	+	7643	8255	613	h2tg035618l_1_IGH	+	735855	736483	629	71.7%
h1tg098050l_5_IGH	+	7794	10372	2579	h2tg035618l_1_IGH	+	618844	621423	2580	69.5%
h1tg098050l_5_IGH	+	7795	10377	2583	h2tg035618l_1_IGH	+	740166	742838	2673	67.0%
h1tg098050l_5_IGH	+	7827	8586	760	h2tg035618l_1_IGH	+	734708	735511	804	68.5%
h1tg098050l_5_IGH	+	8225	10354	2130	h2tg035618l_1_IGH	+	134087	136195	2109	71.3%
h1tg098050l_5_IGH	+	8285	9848	1564	h2tg035618l_1_IGH	+	738223	739731	1509	70.2%
h1tg098050l_5_IGH	+	8467	10372	1906	h2tg035618l_1_IGH	+	578799	580653	1855	78.3%
h1tg098050l_5_IGH	+	9094	9233	140	h2tg035618l_1_IGH	+	144968	145116	149	68.3%
h1tg098050l_5_IGH	+	9501	10372	872	h2tg035618l_1_IGH	+	260551	261433	883	73.6%
h1tg098050l_5_IGH	+	9501	10366	866	h2tg035618l_1_IGH	+	835945	836833	889	77.1%
h1tg098050l_5_IGH	+	9503	10370	868	h2tg035618l_1_IGH	+	264672	265554	883	75.7%
h1tg098050l_5_IGH	+	9503	10147	645	h2tg035618l_1_IGH	+	796370	797004	635	74.1%
h1tg098050l_5_IGH	+	9504	10372	869	h2tg035618l_1_IGH	+	352766	353651	886	73.1%
h1tg098050l_5_IGH	+	9504	10372	869	h2tg035618l_1_IGH	+	102222	103113	892	74.6%
h1tg098050l_5_IGH	+	9509	10369	861	h2tg035618l_1_IGH	+	112218	113089	872	73.9%
h1tg098050l_5_IGH	+	9743	10362	620	h2tg035618l_1_IGH	+	731511	732130	620	83.2%
h1tg098050l_5_IGH	+	9986	10305	320	h2tg035618l_1_IGH	+	299228	299549	322	63.3%
h1tg098050l_5_IGH	+	9986	10308	323	h2tg035618l_1_IGH	+	714179	714501	323	64.1%
