#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg000215l_7_IGH	+	993865	994257	393	h2tg035618l_1_IGH	-	663265	663630	366	70.8%
h2tg000215l_7_IGH	+	994056	994206	151	h2tg035618l_1_IGH	-	367852	368019	168	71.1%
h2tg000215l_7_IGH	+	994114	994205	92	h2tg035618l_1_IGH	-	310867	310989	123	75.0%
h2tg000215l_7_IGH	+	994049	994205	157	h2tg035618l_1_IGH	-	80867	81040	174	70.6%
h2tg000215l_7_IGH	+	991696	992093	398	h2tg035618l_1_IGH	-	169112	169521	410	79.4%
h2tg000215l_7_IGH	+	991696	992084	389	h2tg035618l_1_IGH	-	182021	182408	388	79.2%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	532910	533277	368	79.2%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	474362	474729	368	79.2%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	557639	558006	368	79.5%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	499088	499455	368	79.5%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	440542	440909	368	79.7%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	415831	416198	368	79.7%
h2tg000215l_7_IGH	+	991696	992072	377	h2tg035618l_1_IGH	-	196046	196418	373	77.1%
h2tg000215l_7_IGH	+	991688	992067	380	h2tg035618l_1_IGH	-	769000	769427	428	78.4%
h2tg000215l_7_IGH	+	991699	992066	368	h2tg035618l_1_IGH	-	153168	153523	356	74.9%
h2tg000215l_7_IGH	+	991699	992066	368	h2tg035618l_1_IGH	-	366073	366414	342	77.3%
h2tg000215l_7_IGH	+	991699	992065	367	h2tg035618l_1_IGH	-	667457	667836	380	73.1%
h2tg000215l_7_IGH	+	991699	992064	366	h2tg035618l_1_IGH	-	847268	847643	376	76.4%
h2tg000215l_7_IGH	+	991699	992064	366	h2tg035618l_1_IGH	-	669439	669812	374	76.0%
h2tg000215l_7_IGH	+	991699	992064	366	h2tg035618l_1_IGH	-	689282	689666	385	79.7%
h2tg000215l_7_IGH	+	991888	991983	96	h2tg035618l_1_IGH	-	285977	286071	95	80.0%
h2tg000215l_7_IGH	+	991886	991983	98	h2tg035618l_1_IGH	-	379419	379515	97	81.4%
h2tg000215l_7_IGH	+	984300	984547	248	h2tg035618l_1_IGH	-	183290	183534	245	73.4%
h2tg000215l_7_IGH	+	984465	984546	82	h2tg035618l_1_IGH	-	364409	364491	83	80.0%
h2tg000215l_7_IGH	+	984300	984524	225	h2tg035618l_1_IGH	-	646820	647046	227	77.7%
h2tg000215l_7_IGH	+	984300	984524	225	h2tg035618l_1_IGH	-	635951	636177	227	77.7%
h2tg000215l_7_IGH	+	984300	984524	225	h2tg035618l_1_IGH	-	356605	356829	225	76.1%
h2tg000215l_7_IGH	+	984297	984475	179	h2tg035618l_1_IGH	-	57728	57904	177	81.2%
h2tg000215l_7_IGH	+	984309	984475	167	h2tg035618l_1_IGH	-	355139	355305	167	80.7%
h2tg000215l_7_IGH	+	984300	984474	175	h2tg035618l_1_IGH	-	326416	326590	175	83.9%
h2tg000215l_7_IGH	+	984293	984474	182	h2tg035618l_1_IGH	-	727669	727850	182	81.8%
h2tg000215l_7_IGH	+	984284	984461	178	h2tg035618l_1_IGH	-	130616	130793	178	73.4%
h2tg000215l_7_IGH	+	984297	984461	165	h2tg035618l_1_IGH	-	804185	804348	164	79.8%
h2tg000215l_7_IGH	+	984309	984461	153	h2tg035618l_1_IGH	-	13431	13581	151	84.7%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	657744	657906	163	84.0%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	373914	374058	145	84.7%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	143822	143966	145	84.7%
h2tg000215l_7_IGH	+	984312	984461	150	h2tg035618l_1_IGH	-	605746	605895	150	83.1%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	297174	297334	161	83.8%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	76469	76639	171	81.5%
h2tg000215l_7_IGH	+	984296	984461	166	h2tg035618l_1_IGH	-	206232	206397	166	83.0%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	381666	381829	164	82.1%
h2tg000215l_7_IGH	+	984300	984461	162	h2tg035618l_1_IGH	-	288234	288397	164	82.1%
h2tg000215l_7_IGH	+	984300	984458	159	h2tg035618l_1_IGH	-	143690	143849	160	80.5%
h2tg000215l_7_IGH	+	980032	980384	353	h2tg035618l_1_IGH	-	670346	670697	352	77.8%
h2tg000215l_7_IGH	+	980045	980369	325	h2tg035618l_1_IGH	-	173304	173621	318	81.6%
h2tg000215l_7_IGH	+	980051	980368	318	h2tg035618l_1_IGH	-	315467	315774	308	81.4%
h2tg000215l_7_IGH	+	980051	980361	311	h2tg035618l_1_IGH	-	130467	130778	312	76.7%
h2tg000215l_7_IGH	+	980051	980360	310	h2tg035618l_1_IGH	-	571193	571503	311	76.5%
h2tg000215l_7_IGH	+	980051	980360	310	h2tg035618l_1_IGH	-	546938	547250	313	76.1%
h2tg000215l_7_IGH	+	980051	980360	310	h2tg035618l_1_IGH	-	461495	461807	313	75.1%
h2tg000215l_7_IGH	+	980051	980360	310	h2tg035618l_1_IGH	-	429838	430150	313	76.1%
h2tg000215l_7_IGH	+	980046	980360	315	h2tg035618l_1_IGH	-	183232	183540	309	80.0%
h2tg000215l_7_IGH	+	980034	980360	327	h2tg035618l_1_IGH	-	712249	712575	327	81.3%
h2tg000215l_7_IGH	+	980051	980358	308	h2tg035618l_1_IGH	-	832637	832946	310	80.2%
h2tg000215l_7_IGH	+	980046	980357	312	h2tg035618l_1_IGH	-	356524	356835	312	79.2%
h2tg000215l_7_IGH	+	980086	980354	269	h2tg035618l_1_IGH	-	164116	164386	271	84.0%
h2tg000215l_7_IGH	+	980051	980353	303	h2tg035618l_1_IGH	-	520047	520352	306	75.5%
h2tg000215l_7_IGH	+	980051	980353	303	h2tg035618l_1_IGH	-	488396	488701	306	76.5%
h2tg000215l_7_IGH	+	980051	980347	297	h2tg035618l_1_IGH	-	354270	354572	303	82.5%
h2tg000215l_7_IGH	+	980049	980346	298	h2tg035618l_1_IGH	-	381531	381832	302	78.5%
h2tg000215l_7_IGH	+	980049	980346	298	h2tg035618l_1_IGH	-	288099	288400	302	78.5%
h2tg000215l_7_IGH	+	980046	980346	301	h2tg035618l_1_IGH	-	57607	57907	301	80.2%
h2tg000215l_7_IGH	+	980033	980345	313	h2tg035618l_1_IGH	-	804047	804364	318	83.7%
h2tg000215l_7_IGH	+	980026	980344	319	h2tg035618l_1_IGH	-	326294	326619	326	79.0%
h2tg000215l_7_IGH	+	980060	980343	284	h2tg035618l_1_IGH	-	13300	13582	283	84.5%
h2tg000215l_7_IGH	+	980051	980340	290	h2tg035618l_1_IGH	-	231264	231556	293	81.7%
h2tg000215l_7_IGH	+	980051	980337	287	h2tg035618l_1_IGH	-	765	1053	289	80.7%
h2tg000215l_7_IGH	+	980034	980331	298	h2tg035618l_1_IGH	-	297058	297352	295	79.3%
h2tg000215l_7_IGH	+	980038	980328	291	h2tg035618l_1_IGH	-	373660	374072	413	80.7%
h2tg000215l_7_IGH	+	980038	980328	291	h2tg035618l_1_IGH	-	143568	143980	413	80.0%
