#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h1tg000084l_7_IGH	+	626355	627082	728	h2tg035618l_1_IGH	-	31829	32521	693	67.9%
h1tg000084l_7_IGH	+	625855	627076	1222	h2tg035618l_1_IGH	-	217181	218401	1221	64.4%
h1tg000084l_7_IGH	+	626634	627003	370	h2tg035618l_1_IGH	-	106660	106994	335	70.4%
h1tg000084l_7_IGH	+	626662	627000	339	h2tg035618l_1_IGH	-	233107	233411	305	79.0%
h1tg000084l_7_IGH	+	626622	626999	378	h2tg035618l_1_IGH	-	83697	84032	336	74.4%
h1tg000084l_7_IGH	+	626634	626998	365	h2tg035618l_1_IGH	-	227203	227525	323	72.4%
h1tg000084l_7_IGH	+	626636	626987	352	h2tg035618l_1_IGH	-	862110	862427	318	73.9%
h1tg000084l_7_IGH	+	626662	626978	317	h2tg035618l_1_IGH	-	19688	19970	283	77.4%
h1tg000084l_7_IGH	+	626634	626965	332	h2tg035618l_1_IGH	-	80740	81042	303	71.3%
h1tg000084l_7_IGH	+	626665	626963	299	h2tg035618l_1_IGH	-	1187	1441	255	78.8%
h1tg000084l_7_IGH	+	626634	626953	320	h2tg035618l_1_IGH	-	244058	244345	288	73.4%
h1tg000084l_7_IGH	+	624463	624860	398	h2tg035618l_1_IGH	-	169112	169521	410	79.4%
h1tg000084l_7_IGH	+	624463	624851	389	h2tg035618l_1_IGH	-	182021	182408	388	79.2%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	532910	533277	368	79.2%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	474362	474729	368	79.2%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	557639	558006	368	79.5%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	499088	499455	368	79.5%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	440542	440909	368	79.7%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	415831	416198	368	79.7%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	20967	21338	372	82.2%
h1tg000084l_7_IGH	+	624463	624839	377	h2tg035618l_1_IGH	-	196046	196418	373	77.1%
h1tg000084l_7_IGH	+	624466	624835	370	h2tg035618l_1_IGH	-	616962	617325	364	79.1%
h1tg000084l_7_IGH	+	624569	624833	265	h2tg035618l_1_IGH	-	785141	785383	243	76.1%
h1tg000084l_7_IGH	+	624653	624750	98	h2tg035618l_1_IGH	-	379419	379515	97	81.4%
h1tg000084l_7_IGH	+	617073	617251	179	h2tg035618l_1_IGH	-	57728	57904	177	81.8%
h1tg000084l_7_IGH	+	617078	617250	173	h2tg035618l_1_IGH	-	670507	670676	170	83.4%
h1tg000084l_7_IGH	+	617076	617250	175	h2tg035618l_1_IGH	-	326416	326590	175	84.5%
h1tg000084l_7_IGH	+	617094	617250	157	h2tg035618l_1_IGH	-	735702	735859	158	83.3%
h1tg000084l_7_IGH	+	617069	617250	182	h2tg035618l_1_IGH	-	727669	727850	182	82.3%
h1tg000084l_7_IGH	+	617076	617250	175	h2tg035618l_1_IGH	-	398876	399050	175	81.0%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	373914	374058	145	85.4%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	297174	297334	161	84.4%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	143822	143966	145	85.4%
h1tg000084l_7_IGH	+	617041	617237	197	h2tg035618l_1_IGH	-	315613	315799	187	79.6%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	354406	354571	166	83.1%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	225430	225595	166	78.4%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	646884	647046	163	83.3%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	636015	636177	163	83.3%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	657744	657906	163	84.6%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	381666	381829	164	82.7%
h1tg000084l_7_IGH	+	617076	617237	162	h2tg035618l_1_IGH	-	288234	288397	164	82.7%
h1tg000084l_7_IGH	+	617076	617234	159	h2tg035618l_1_IGH	-	356672	356829	158	82.8%
h1tg000084l_7_IGH	+	612890	613248	359	h2tg035618l_1_IGH	-	605552	605927	376	77.4%
h1tg000084l_7_IGH	+	612890	613242	353	h2tg035618l_1_IGH	-	670346	670697	352	78.1%
h1tg000084l_7_IGH	+	612881	613231	351	h2tg035618l_1_IGH	-	76299	76664	366	78.3%
h1tg000084l_7_IGH	+	612903	613227	325	h2tg035618l_1_IGH	-	173304	173621	318	82.0%
h1tg000084l_7_IGH	+	612904	613218	315	h2tg035618l_1_IGH	-	183232	183540	309	79.7%
h1tg000084l_7_IGH	+	612890	613218	329	h2tg035618l_1_IGH	-	657595	657920	326	78.3%
h1tg000084l_7_IGH	+	612890	613218	329	h2tg035618l_1_IGH	-	646734	647060	327	77.1%
h1tg000084l_7_IGH	+	612890	613218	329	h2tg035618l_1_IGH	-	635865	636191	327	77.1%
h1tg000084l_7_IGH	+	612892	613218	327	h2tg035618l_1_IGH	-	712249	712575	327	81.0%
h1tg000084l_7_IGH	+	612908	613216	309	h2tg035618l_1_IGH	-	832637	832947	311	80.3%
h1tg000084l_7_IGH	+	612904	613215	312	h2tg035618l_1_IGH	-	356524	356835	312	79.8%
h1tg000084l_7_IGH	+	612944	613212	269	h2tg035618l_1_IGH	-	164116	164386	271	83.6%
h1tg000084l_7_IGH	+	612908	613212	305	h2tg035618l_1_IGH	-	394310	394608	299	82.9%
h1tg000084l_7_IGH	+	612908	613205	298	h2tg035618l_1_IGH	-	354270	354573	304	81.9%
h1tg000084l_7_IGH	+	612917	613204	288	h2tg035618l_1_IGH	-	355017	355307	291	79.4%
h1tg000084l_7_IGH	+	612907	613204	298	h2tg035618l_1_IGH	-	381531	381832	302	78.2%
h1tg000084l_7_IGH	+	612907	613204	298	h2tg035618l_1_IGH	-	288099	288400	302	78.2%
h1tg000084l_7_IGH	+	612891	613203	313	h2tg035618l_1_IGH	-	804047	804364	318	84.0%
h1tg000084l_7_IGH	+	612884	613202	319	h2tg035618l_1_IGH	-	326294	326619	326	78.4%
h1tg000084l_7_IGH	+	612917	613201	285	h2tg035618l_1_IGH	-	13300	13583	284	84.2%
h1tg000084l_7_IGH	+	612908	613195	288	h2tg035618l_1_IGH	-	765	1054	290	80.8%
h1tg000084l_7_IGH	+	612908	613195	288	h2tg035618l_1_IGH	-	206105	206395	291	81.5%
h1tg000084l_7_IGH	+	612908	613195	288	h2tg035618l_1_IGH	-	526939	527227	289	78.9%
h1tg000084l_7_IGH	+	612908	613195	288	h2tg035618l_1_IGH	-	468393	468680	288	78.9%
h1tg000084l_7_IGH	+	611316	611657	342	h2tg035618l_1_IGH	-	57575	57917	343	79.8%
h1tg000084l_7_IGH	+	611305	611641	337	h2tg035618l_1_IGH	-	326271	326617	347	80.4%
h1tg000084l_7_IGH	+	611274	611635	362	h2tg035618l_1_IGH	-	753	1098	346	79.7%
h1tg000084l_7_IGH	+	611317	611628	312	h2tg035618l_1_IGH	-	315485	315790	306	83.0%
h1tg000084l_7_IGH	+	611324	611626	303	h2tg035618l_1_IGH	-	354270	354576	307	79.4%
h1tg000084l_7_IGH	+	611279	611625	347	h2tg035618l_1_IGH	-	381531	381871	341	78.8%
h1tg000084l_7_IGH	+	611279	611625	347	h2tg035618l_1_IGH	-	288099	288439	341	78.8%
h1tg000084l_7_IGH	+	611327	611625	299	h2tg035618l_1_IGH	-	173328	173616	289	81.9%
h1tg000084l_7_IGH	+	611326	611625	300	h2tg035618l_1_IGH	-	130475	130780	306	74.9%
h1tg000084l_7_IGH	+	611325	611625	301	h2tg035618l_1_IGH	-	657609	657910	302	79.7%
h1tg000084l_7_IGH	+	611311	611625	315	h2tg035618l_1_IGH	-	670384	670696	313	78.2%
h1tg000084l_7_IGH	+	611335	611625	291	h2tg035618l_1_IGH	-	13297	13584	288	81.2%
h1tg000084l_7_IGH	+	611325	611625	301	h2tg035618l_1_IGH	-	646748	647050	303	78.1%
h1tg000084l_7_IGH	+	611325	611625	301	h2tg035618l_1_IGH	-	635879	636181	303	78.1%
h1tg000084l_7_IGH	+	611237	611621	385	h2tg035618l_1_IGH	-	143718	144064	347	75.6%
h1tg000084l_7_IGH	+	611237	611621	385	h2tg035618l_1_IGH	-	373810	374156	347	74.2%
h1tg000084l_7_IGH	+	611353	611619	267	h2tg035618l_1_IGH	-	735588	735852	265	81.1%
h1tg000084l_7_IGH	+	611309	611614	306	h2tg035618l_1_IGH	-	297054	297354	301	81.3%
h1tg000084l_7_IGH	+	611305	611607	303	h2tg035618l_1_IGH	-	373660	373964	305	78.1%
h1tg000084l_7_IGH	+	611305	611607	303	h2tg035618l_1_IGH	-	143568	143872	305	78.1%
h1tg000084l_7_IGH	+	611273	611567	295	h2tg035618l_1_IGH	-	727604	727903	300	73.9%
h1tg000084l_7_IGH	+	611327	611550	224	h2tg035618l_1_IGH	-	398828	399052	225	76.8%
h1tg000084l_7_IGH	+	603557	605228	1672	h2tg035618l_1_IGH	-	806183	807901	1719	86.3%
h1tg000084l_7_IGH	+	604430	605224	795	h2tg035618l_1_IGH	-	56641	57442	802	94.2%
h1tg000084l_7_IGH	+	605146	605216	71	h2tg035618l_1_IGH	-	604932	605021	90	93.0%
h1tg000084l_7_IGH	+	604874	605214	341	h2tg035618l_1_IGH	-	69755	70104	350	86.5%
h1tg000084l_7_IGH	+	604988	605213	226	h2tg035618l_1_IGH	-	142924	143147	224	87.1%
h1tg000084l_7_IGH	+	604977	605213	237	h2tg035618l_1_IGH	-	373013	373244	232	87.5%
h1tg000084l_7_IGH	+	604758	605213	456	h2tg035618l_1_IGH	-	418894	419359	466	92.1%
h1tg000084l_7_IGH	+	604758	605213	456	h2tg035618l_1_IGH	-	477432	477883	452	93.6%
h1tg000084l_7_IGH	+	604758	605213	456	h2tg035618l_1_IGH	-	535973	536432	460	94.3%
h1tg000084l_7_IGH	+	602557	605213	2657	h2tg035618l_1_IGH	-	840721	843382	2662	94.5%
h1tg000084l_7_IGH	+	603776	605210	1435	h2tg035618l_1_IGH	-	653567	654793	1227	68.1%
h1tg000084l_7_IGH	+	603776	605210	1435	h2tg035618l_1_IGH	-	642705	643931	1227	67.5%
h1tg000084l_7_IGH	+	603776	605210	1435	h2tg035618l_1_IGH	-	631836	633062	1227	67.5%
h1tg000084l_7_IGH	+	604890	605209	320	h2tg035618l_1_IGH	-	701145	701464	320	87.8%
h1tg000084l_7_IGH	+	605066	605207	142	h2tg035618l_1_IGH	-	145559	145704	146	94.4%
h1tg000084l_7_IGH	+	602128	605206	3079	h2tg035618l_1_IGH	-	338786	341872	3087	95.1%
h1tg000084l_7_IGH	+	604460	605205	746	h2tg035618l_1_IGH	-	306775	307530	756	94.1%
h1tg000084l_7_IGH	+	604200	605198	999	h2tg035618l_1_IGH	-	374425	375424	1000	94.3%
h1tg000084l_7_IGH	+	603839	605087	1249	h2tg035618l_1_IGH	-	304418	305753	1336	66.7%
h1tg000084l_7_IGH	+	603922	605079	1158	h2tg035618l_1_IGH	-	808660	809608	949	64.2%
h1tg000084l_7_IGH	+	604331	605058	728	h2tg035618l_1_IGH	-	76841	77502	662	62.4%
h1tg000084l_7_IGH	+	604315	604944	630	h2tg035618l_1_IGH	-	706662	707284	623	69.7%
h1tg000084l_7_IGH	+	604347	604944	598	h2tg035618l_1_IGH	-	295457	296046	590	71.2%
h1tg000084l_7_IGH	+	604621	604941	321	h2tg035618l_1_IGH	-	822229	822553	325	70.9%
h1tg000084l_7_IGH	+	604162	604700	539	h2tg035618l_1_IGH	-	585455	585994	540	90.7%
h1tg000084l_7_IGH	+	604335	604582	248	h2tg035618l_1_IGH	-	764898	765147	250	89.1%
h1tg000084l_7_IGH	+	604387	604523	137	h2tg035618l_1_IGH	-	558063	558199	137	92.7%
h1tg000084l_7_IGH	+	604387	604523	137	h2tg035618l_1_IGH	-	499512	499648	137	92.7%
h1tg000084l_7_IGH	+	604387	604523	137	h2tg035618l_1_IGH	-	440966	441102	137	92.7%
h1tg000084l_7_IGH	+	604387	604523	137	h2tg035618l_1_IGH	-	416255	416391	137	92.7%
h1tg000084l_7_IGH	+	604387	604523	137	h2tg035618l_1_IGH	-	533334	533470	137	95.6%
h1tg000084l_7_IGH	+	604387	604523	137	h2tg035618l_1_IGH	-	474786	474922	137	95.6%
h1tg000084l_7_IGH	+	603180	603977	798	h2tg035618l_1_IGH	-	812001	812789	789	93.5%
h1tg000084l_7_IGH	+	602566	603879	1314	h2tg035618l_1_IGH	-	522148	523459	1312	94.4%
h1tg000084l_7_IGH	+	602566	603879	1314	h2tg035618l_1_IGH	-	463603	464914	1312	94.4%
h1tg000084l_7_IGH	+	600485	603414	2930	h2tg035618l_1_IGH	-	829592	832470	2879	65.0%
h1tg000084l_7_IGH	+	602834	603091	258	h2tg035618l_1_IGH	-	598754	599013	260	87.2%
h1tg000084l_7_IGH	+	601271	602261	991	h2tg035618l_1_IGH	-	755091	756090	1000	88.7%
h1tg000084l_7_IGH	+	589136	590176	1041	h2tg035618l_1_IGH	-	225085	226076	992	73.9%
h1tg000084l_7_IGH	+	589594	589932	339	h2tg035618l_1_IGH	-	520009	520358	350	78.3%
h1tg000084l_7_IGH	+	589594	589932	339	h2tg035618l_1_IGH	-	461463	461813	351	78.3%
h1tg000084l_7_IGH	+	589593	589932	340	h2tg035618l_1_IGH	-	571158	571510	353	78.4%
h1tg000084l_7_IGH	+	589593	589932	340	h2tg035618l_1_IGH	-	512609	512956	348	75.7%
h1tg000084l_7_IGH	+	589593	589932	340	h2tg035618l_1_IGH	-	454063	454410	348	75.7%
h1tg000084l_7_IGH	+	589593	589932	340	h2tg035618l_1_IGH	-	488358	488708	351	78.1%
h1tg000084l_7_IGH	+	589593	589932	340	h2tg035618l_1_IGH	-	546906	547257	352	78.1%
h1tg000084l_7_IGH	+	589584	589928	345	h2tg035618l_1_IGH	-	394294	394622	329	84.6%
h1tg000084l_7_IGH	+	589596	589925	330	h2tg035618l_1_IGH	-	173312	173619	308	86.0%
h1tg000084l_7_IGH	+	589599	589910	312	h2tg035618l_1_IGH	-	712244	712559	316	87.5%
h1tg000084l_7_IGH	+	589593	589909	317	h2tg035618l_1_IGH	-	429839	430157	319	79.4%
h1tg000084l_7_IGH	+	589607	589909	303	h2tg035618l_1_IGH	-	13284	13584	301	84.0%
h1tg000084l_7_IGH	+	589595	589909	315	h2tg035618l_1_IGH	-	657596	657912	317	79.6%
h1tg000084l_7_IGH	+	589599	589909	311	h2tg035618l_1_IGH	-	381515	381831	317	83.6%
h1tg000084l_7_IGH	+	589599	589909	311	h2tg035618l_1_IGH	-	288083	288399	317	83.6%
h1tg000084l_7_IGH	+	589521	589902	382	h2tg035618l_1_IGH	-	130475	130846	372	76.2%
h1tg000084l_7_IGH	+	589583	589901	319	h2tg035618l_1_IGH	-	231253	231573	321	80.2%
h1tg000084l_7_IGH	+	589597	589896	300	h2tg035618l_1_IGH	-	354271	354575	305	81.7%
h1tg000084l_7_IGH	+	589584	589895	312	h2tg035618l_1_IGH	-	315489	315790	302	85.8%
h1tg000084l_7_IGH	+	589584	589887	304	h2tg035618l_1_IGH	-	206105	206410	306	82.5%
h1tg000084l_7_IGH	+	589613	589887	275	h2tg035618l_1_IGH	-	605620	605895	276	86.2%
h1tg000084l_7_IGH	+	589144	589478	335	h2tg035618l_1_IGH	-	83692	84019	328	84.4%
h1tg000084l_7_IGH	+	589157	589478	322	h2tg035618l_1_IGH	-	560021	560334	314	81.5%
h1tg000084l_7_IGH	+	589157	589478	322	h2tg035618l_1_IGH	-	442924	443237	314	81.5%
h1tg000084l_7_IGH	+	589157	589478	322	h2tg035618l_1_IGH	-	501470	501783	314	81.5%
h1tg000084l_7_IGH	+	589141	589467	327	h2tg035618l_1_IGH	-	19673	19987	315	81.6%
h1tg000084l_7_IGH	+	589023	589465	443	h2tg035618l_1_IGH	-	862106	862536	431	78.7%
h1tg000084l_7_IGH	+	589052	589464	413	h2tg035618l_1_IGH	-	602417	602830	414	74.9%
h1tg000084l_7_IGH	+	589160	589462	303	h2tg035618l_1_IGH	-	227214	227525	312	81.8%
h1tg000084l_7_IGH	+	589134	589461	328	h2tg035618l_1_IGH	-	699622	699945	324	80.6%
h1tg000084l_7_IGH	+	589127	589460	334	h2tg035618l_1_IGH	-	106677	107007	331	83.3%
h1tg000084l_7_IGH	+	589170	589458	289	h2tg035618l_1_IGH	-	360132	360428	297	84.3%
h1tg000084l_7_IGH	+	589159	589458	300	h2tg035618l_1_IGH	-	171398	171663	266	84.5%
h1tg000084l_7_IGH	+	589151	589458	308	h2tg035618l_1_IGH	-	12326	12633	308	82.4%
h1tg000084l_7_IGH	+	589142	589458	317	h2tg035618l_1_IGH	-	390299	390600	302	81.8%
h1tg000084l_7_IGH	+	589157	589458	302	h2tg035618l_1_IGH	-	418224	418525	302	78.1%
h1tg000084l_7_IGH	+	589158	589458	301	h2tg035618l_1_IGH	-	476749	477049	301	80.1%
h1tg000084l_7_IGH	+	589158	589458	301	h2tg035618l_1_IGH	-	535297	535597	301	80.7%
h1tg000084l_7_IGH	+	589146	589456	311	h2tg035618l_1_IGH	-	233118	233425	308	81.7%
h1tg000084l_7_IGH	+	589155	589447	293	h2tg035618l_1_IGH	-	111340	111661	322	80.9%
h1tg000084l_7_IGH	+	589171	589447	277	h2tg035618l_1_IGH	-	310729	311010	282	81.4%
h1tg000084l_7_IGH	+	589146	589282	137	h2tg035618l_1_IGH	-	612128	612263	136	80.1%
h1tg000084l_7_IGH	+	585965	586503	539	h2tg035618l_1_IGH	-	354696	355303	608	73.6%
h1tg000084l_7_IGH	+	585922	586359	438	h2tg035618l_1_IGH	-	670269	670708	440	72.5%
h1tg000084l_7_IGH	+	585957	586347	391	h2tg035618l_1_IGH	-	657499	657903	405	76.1%
h1tg000084l_7_IGH	+	585938	586317	380	h2tg035618l_1_IGH	-	76273	76655	383	70.5%
h1tg000084l_7_IGH	+	585965	586287	323	h2tg035618l_1_IGH	-	130430	130766	337	78.0%
h1tg000084l_7_IGH	+	585988	586280	293	h2tg035618l_1_IGH	-	164097	164386	290	80.0%
h1tg000084l_7_IGH	+	585921	586278	358	h2tg035618l_1_IGH	-	394300	394639	340	76.8%
h1tg000084l_7_IGH	+	585919	586277	359	h2tg035618l_1_IGH	-	546741	547146	406	67.6%
h1tg000084l_7_IGH	+	585919	586277	359	h2tg035618l_1_IGH	-	488193	488597	405	67.6%
h1tg000084l_7_IGH	+	585956	586276	321	h2tg035618l_1_IGH	-	297021	297332	312	78.7%
h1tg000084l_7_IGH	+	585957	586273	317	h2tg035618l_1_IGH	-	381512	381826	315	79.2%
h1tg000084l_7_IGH	+	585957	586273	317	h2tg035618l_1_IGH	-	288080	288394	315	79.2%
h1tg000084l_7_IGH	+	585973	586268	296	h2tg035618l_1_IGH	-	735569	735858	290	80.3%
h1tg000084l_7_IGH	+	586076	586251	176	h2tg035618l_1_IGH	-	206261	206415	155	71.7%
h1tg000084l_7_IGH	+	585919	586251	333	h2tg035618l_1_IGH	-	429662	430046	385	67.7%
h1tg000084l_7_IGH	+	585966	586251	286	h2tg035618l_1_IGH	-	605616	605895	280	82.9%
h1tg000084l_7_IGH	+	585957	586249	293	h2tg035618l_1_IGH	-	183245	183531	287	78.7%
h1tg000084l_7_IGH	+	585937	586248	312	h2tg035618l_1_IGH	-	512468	512830	363	69.0%
h1tg000084l_7_IGH	+	585937	586248	312	h2tg035618l_1_IGH	-	453922	454284	363	69.0%
