#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg000215l_7_IGH	+	1	1025106	1025106	h2tg000215l_7_IGH	+	1	1025106	1025106	100.0%
h2tg000215l_7_IGH	+	1019342	1021637	2296	h2tg000215l_7_IGH	+	1017863	1020234	2372	72.2%
h2tg000215l_7_IGH	+	1020239	1021595	1357	h2tg000215l_7_IGH	+	1017867	1019288	1422	71.3%
h2tg000215l_7_IGH	+	1018866	1021595	2730	h2tg000215l_7_IGH	+	1017867	1020358	2492	74.1%
h2tg000215l_7_IGH	+	1018770	1021594	2825	h2tg000215l_7_IGH	+	1017787	1020512	2726	73.7%
h2tg000215l_7_IGH	+	1020230	1021592	1363	h2tg000215l_7_IGH	+	1017756	1019169	1414	72.5%
h2tg000215l_7_IGH	+	1020376	1021484	1109	h2tg000215l_7_IGH	+	1017867	1018973	1107	73.3%
h2tg000215l_7_IGH	+	1019151	1021483	2333	h2tg000215l_7_IGH	+	1018655	1021015	2361	72.9%
h2tg000215l_7_IGH	+	1019304	1021483	2180	h2tg000215l_7_IGH	+	1018854	1021125	2272	73.7%
h2tg000215l_7_IGH	+	1019066	1021483	2418	h2tg000215l_7_IGH	+	1017787	1020175	2389	74.5%
h2tg000215l_7_IGH	+	1020100	1021475	1376	h2tg000215l_7_IGH	+	1017787	1019379	1593	74.9%
h2tg000215l_7_IGH	+	1020969	1021472	504	h2tg000215l_7_IGH	+	1017871	1018345	475	72.3%
h2tg000215l_7_IGH	+	1018593	1021471	2879	h2tg000215l_7_IGH	+	1017800	1020665	2866	74.5%
h2tg000215l_7_IGH	+	1018977	1021471	2495	h2tg000215l_7_IGH	+	1017792	1020218	2427	73.3%
h2tg000215l_7_IGH	+	1018845	1021470	2626	h2tg000215l_7_IGH	+	1017871	1020354	2484	72.9%
h2tg000215l_7_IGH	+	1019516	1021470	1955	h2tg000215l_7_IGH	+	1017787	1019803	2017	72.3%
h2tg000215l_7_IGH	+	1019427	1021470	2044	h2tg000215l_7_IGH	+	1017863	1019948	2086	74.4%
h2tg000215l_7_IGH	+	1018838	1021470	2633	h2tg000215l_7_IGH	+	1017757	1020252	2496	75.3%
h2tg000215l_7_IGH	+	1019700	1021430	1731	h2tg000215l_7_IGH	+	1017787	1019570	1784	72.0%
h2tg000215l_7_IGH	+	1019665	1021430	1766	h2tg000215l_7_IGH	+	1017867	1019730	1864	70.1%
h2tg000215l_7_IGH	+	1020250	1021430	1181	h2tg000215l_7_IGH	+	1018606	1019865	1260	72.3%
h2tg000215l_7_IGH	+	1018755	1021430	2676	h2tg000215l_7_IGH	+	1017867	1020411	2545	72.8%
h2tg000215l_7_IGH	+	1018694	1021430	2737	h2tg000215l_7_IGH	+	1017881	1020456	2576	72.2%
h2tg000215l_7_IGH	+	1019140	1021430	2291	h2tg000215l_7_IGH	+	1018385	1020676	2292	70.5%
h2tg000215l_7_IGH	+	1019163	1021430	2268	h2tg000215l_7_IGH	+	1017880	1020115	2236	69.9%
h2tg000215l_7_IGH	+	1018590	1021430	2841	h2tg000215l_7_IGH	+	1017867	1020721	2855	74.2%
h2tg000215l_7_IGH	+	1020511	1021430	920	h2tg000215l_7_IGH	+	1017877	1018846	970	74.1%
h2tg000215l_7_IGH	+	1020698	1021430	733	h2tg000215l_7_IGH	+	1017751	1018501	751	70.9%
h2tg000215l_7_IGH	+	1020546	1021430	885	h2tg000215l_7_IGH	+	1017787	1018715	929	72.7%
h2tg000215l_7_IGH	+	1020391	1021430	1040	h2tg000215l_7_IGH	+	1017867	1018896	1030	70.7%
h2tg000215l_7_IGH	+	1019263	1021430	2168	h2tg000215l_7_IGH	+	1017761	1020040	2280	74.1%
h2tg000215l_7_IGH	+	1018066	1021430	3365	h2tg000215l_7_IGH	+	1017877	1021190	3314	74.4%
h2tg000215l_7_IGH	+	1019695	1021430	1736	h2tg000215l_7_IGH	+	1017867	1019640	1774	72.8%
h2tg000215l_7_IGH	+	1019655	1021430	1776	h2tg000215l_7_IGH	+	1017867	1019735	1869	74.3%
h2tg000215l_7_IGH	+	1019596	1021430	1835	h2tg000215l_7_IGH	+	1017863	1019760	1898	69.5%
h2tg000215l_7_IGH	+	1019422	1021430	2009	h2tg000215l_7_IGH	+	1017863	1019925	2063	72.5%
h2tg000215l_7_IGH	+	1019483	1021430	1948	h2tg000215l_7_IGH	+	1017761	1019795	2035	73.3%
h2tg000215l_7_IGH	+	1020428	1021430	1003	h2tg000215l_7_IGH	+	1019902	1020925	1024	72.9%
h2tg000215l_7_IGH	+	1019446	1021430	1985	h2tg000215l_7_IGH	+	1017787	1019825	2039	73.9%
h2tg000215l_7_IGH	+	1018670	1021430	2761	h2tg000215l_7_IGH	+	1017868	1020471	2604	74.3%
h2tg000215l_7_IGH	+	1018576	1021430	2855	h2tg000215l_7_IGH	+	1017755	1020441	2687	73.9%
h2tg000215l_7_IGH	+	1017881	1021430	3550	h2tg000215l_7_IGH	+	1017861	1021370	3510	75.8%
h2tg000215l_7_IGH	+	1019261	1021430	2170	h2tg000215l_7_IGH	+	1018775	1021025	2251	75.4%
h2tg000215l_7_IGH	+	1019183	1021430	2248	h2tg000215l_7_IGH	+	1017766	1020075	2310	74.5%
h2tg000215l_7_IGH	+	1019707	1021430	1724	h2tg000215l_7_IGH	+	1017761	1019560	1800	74.1%
h2tg000215l_7_IGH	+	1019068	1021430	2363	h2tg000215l_7_IGH	+	1017761	1020100	2340	74.8%
h2tg000215l_7_IGH	+	1018582	1021430	2849	h2tg000215l_7_IGH	+	1017874	1020761	2888	72.7%
h2tg000215l_7_IGH	+	1018501	1021430	2930	h2tg000215l_7_IGH	+	1017787	1020756	2970	75.1%
h2tg000215l_7_IGH	+	1018266	1021430	3165	h2tg000215l_7_IGH	+	1017787	1020860	3074	76.5%
h2tg000215l_7_IGH	+	1019670	1021427	1758	h2tg000215l_7_IGH	+	1017787	1019577	1791	73.2%
h2tg000215l_7_IGH	+	1018074	1021427	3354	h2tg000215l_7_IGH	+	1018029	1021317	3289	74.2%
h2tg000215l_7_IGH	+	1017952	1021427	3476	h2tg000215l_7_IGH	+	1017787	1021257	3471	75.0%
h2tg000215l_7_IGH	+	1020552	1021425	874	h2tg000215l_7_IGH	+	1017863	1018790	928	73.2%
h2tg000215l_7_IGH	+	1020674	1021424	751	h2tg000215l_7_IGH	+	1018428	1019350	923	72.3%
h2tg000215l_7_IGH	+	1020059	1021424	1366	h2tg000215l_7_IGH	+	1019025	1020313	1289	73.1%
h2tg000215l_7_IGH	+	1020090	1021424	1335	h2tg000215l_7_IGH	+	1019540	1020859	1320	72.6%
h2tg000215l_7_IGH	+	1018217	1021424	3208	h2tg000215l_7_IGH	+	1017868	1021124	3257	71.6%
h2tg000215l_7_IGH	+	1019459	1021424	1966	h2tg000215l_7_IGH	+	1017762	1019809	2048	73.2%
h2tg000215l_7_IGH	+	1018404	1021424	3021	h2tg000215l_7_IGH	+	1017936	1020884	2949	73.2%
h2tg000215l_7_IGH	+	1020334	1021409	1076	h2tg000215l_7_IGH	+	1017748	1018834	1087	70.5%
h2tg000215l_7_IGH	+	1019372	1021408	2037	h2tg000215l_7_IGH	+	1017863	1020013	2151	72.7%
h2tg000215l_7_IGH	+	1020688	1021408	721	h2tg000215l_7_IGH	+	1017761	1018514	754	70.7%
h2tg000215l_7_IGH	+	1020551	1021408	858	h2tg000215l_7_IGH	+	1017787	1018653	867	70.2%
h2tg000215l_7_IGH	+	1017874	1021408	3535	h2tg000215l_7_IGH	+	1017864	1021378	3515	79.6%
h2tg000215l_7_IGH	+	1020527	1021407	881	h2tg000215l_7_IGH	+	1017863	1018787	925	73.1%
h2tg000215l_7_IGH	+	1019159	1021407	2249	h2tg000215l_7_IGH	+	1017891	1020127	2237	71.7%
h2tg000215l_7_IGH	+	1019316	1021407	2092	h2tg000215l_7_IGH	+	1017787	1019997	2211	72.2%
h2tg000215l_7_IGH	+	1020786	1021407	622	h2tg000215l_7_IGH	+	1018442	1019157	716	69.9%
h2tg000215l_7_IGH	+	1020342	1021407	1066	h2tg000215l_7_IGH	+	1018641	1019757	1117	65.2%
h2tg000215l_7_IGH	+	1020522	1021407	886	h2tg000215l_7_IGH	+	1017863	1018797	935	72.8%
h2tg000215l_7_IGH	+	1018006	1021407	3402	h2tg000215l_7_IGH	+	1017787	1021147	3361	72.2%
h2tg000215l_7_IGH	+	1019762	1021407	1646	h2tg000215l_7_IGH	+	1017761	1019518	1758	74.3%
h2tg000215l_7_IGH	+	1019935	1021407	1473	h2tg000215l_7_IGH	+	1017867	1019418	1552	72.7%
h2tg000215l_7_IGH	+	1019810	1021407	1598	h2tg000215l_7_IGH	+	1017787	1019458	1672	74.6%
h2tg000215l_7_IGH	+	1019916	1021407	1492	h2tg000215l_7_IGH	+	1017863	1019428	1566	76.5%
