#name1	strand1	start1	end1	length1	name2	strand2	start2+	end2+	length2	id%
h2tg000042l_9_IGH	+	1	749270	749270	h2tg000042l_9_IGH	+	1	749270	749270	100.0%
h2tg000042l_9_IGH	+	742357	745963	3607	h2tg000042l_9_IGH	+	741925	745605	3681	79.2%
h2tg000042l_9_IGH	+	743967	745959	1993	h2tg000042l_9_IGH	+	741925	743863	1939	75.0%
h2tg000042l_9_IGH	+	744826	745958	1133	h2tg000042l_9_IGH	+	744332	745476	1145	72.8%
h2tg000042l_9_IGH	+	744129	745956	1828	h2tg000042l_9_IGH	+	742160	743970	1811	73.2%
h2tg000042l_9_IGH	+	742610	745956	3347	h2tg000042l_9_IGH	+	741951	745260	3310	74.4%
h2tg000042l_9_IGH	+	745040	745956	917	h2tg000042l_9_IGH	+	741951	742829	879	72.9%
h2tg000042l_9_IGH	+	742861	745955	3095	h2tg000042l_9_IGH	+	742752	745803	3052	69.2%
h2tg000042l_9_IGH	+	742755	745955	3201	h2tg000042l_9_IGH	+	742031	745154	3124	75.4%
h2tg000042l_9_IGH	+	743228	745955	2728	h2tg000042l_9_IGH	+	742025	744707	2683	76.1%
h2tg000042l_9_IGH	+	745279	745954	676	h2tg000042l_9_IGH	+	741951	742613	663	71.5%
h2tg000042l_9_IGH	+	743316	745954	2639	h2tg000042l_9_IGH	+	742531	745113	2583	69.8%
h2tg000042l_9_IGH	+	742849	745954	3106	h2tg000042l_9_IGH	+	742031	744848	2818	76.1%
h2tg000042l_9_IGH	+	742970	745954	2985	h2tg000042l_9_IGH	+	741951	744741	2791	75.7%
h2tg000042l_9_IGH	+	744678	745914	1237	h2tg000042l_9_IGH	+	742888	744349	1462	71.0%
h2tg000042l_9_IGH	+	742612	745914	3303	h2tg000042l_9_IGH	+	741925	745215	3291	71.8%
h2tg000042l_9_IGH	+	742736	745914	3179	h2tg000042l_9_IGH	+	742027	745165	3139	73.9%
h2tg000042l_9_IGH	+	744509	745914	1406	h2tg000042l_9_IGH	+	742031	743530	1500	73.3%
h2tg000042l_9_IGH	+	744884	745914	1031	h2tg000042l_9_IGH	+	743934	744880	947	72.8%
h2tg000042l_9_IGH	+	744816	745914	1099	h2tg000042l_9_IGH	+	741926	742980	1055	72.0%
h2tg000042l_9_IGH	+	744568	745914	1347	h2tg000042l_9_IGH	+	743669	744950	1282	74.7%
h2tg000042l_9_IGH	+	745453	745914	462	h2tg000042l_9_IGH	+	742035	742465	431	74.7%
h2tg000042l_9_IGH	+	744667	745914	1248	h2tg000042l_9_IGH	+	742792	744124	1333	70.3%
h2tg000042l_9_IGH	+	745316	745914	599	h2tg000042l_9_IGH	+	741925	742515	591	71.0%
h2tg000042l_9_IGH	+	743066	745914	2849	h2tg000042l_9_IGH	+	741925	744689	2765	73.2%
h2tg000042l_9_IGH	+	744553	745914	1362	h2tg000042l_9_IGH	+	743669	744965	1297	77.5%
h2tg000042l_9_IGH	+	744642	745914	1273	h2tg000042l_9_IGH	+	741926	743199	1274	73.7%
h2tg000042l_9_IGH	+	744659	745914	1256	h2tg000042l_9_IGH	+	741951	743244	1294	73.3%
h2tg000042l_9_IGH	+	745217	745914	698	h2tg000042l_9_IGH	+	741921	742640	720	72.6%
h2tg000042l_9_IGH	+	742735	745914	3180	h2tg000042l_9_IGH	+	742031	745210	3180	75.7%
h2tg000042l_9_IGH	+	742725	745914	3190	h2tg000042l_9_IGH	+	741951	744850	2900	75.8%
h2tg000042l_9_IGH	+	742532	745914	3383	h2tg000042l_9_IGH	+	741925	745250	3326	73.9%
h2tg000042l_9_IGH	+	742572	745914	3343	h2tg000042l_9_IGH	+	741925	745245	3321	76.0%
h2tg000042l_9_IGH	+	745187	745914	728	h2tg000042l_9_IGH	+	741915	742670	756	72.7%
h2tg000042l_9_IGH	+	744696	745914	1219	h2tg000042l_9_IGH	+	743277	744599	1323	71.9%
h2tg000042l_9_IGH	+	744606	745914	1309	h2tg000042l_9_IGH	+	742033	743380	1348	76.4%
h2tg000042l_9_IGH	+	744780	745914	1135	h2tg000042l_9_IGH	+	741925	742985	1061	73.9%
h2tg000042l_9_IGH	+	745177	745914	738	h2tg000042l_9_IGH	+	741925	742695	771	72.9%
h2tg000042l_9_IGH	+	743725	745914	2190	h2tg000042l_9_IGH	+	742031	744609	2579	76.2%
h2tg000042l_9_IGH	+	744509	745914	1406	h2tg000042l_9_IGH	+	741951	743426	1476	73.8%
h2tg000042l_9_IGH	+	743755	745914	2160	h2tg000042l_9_IGH	+	742031	744559	2529	75.7%
h2tg000042l_9_IGH	+	744080	745914	1835	h2tg000042l_9_IGH	+	742027	743795	1769	72.5%
h2tg000042l_9_IGH	+	745117	745914	798	h2tg000042l_9_IGH	+	741925	742720	796	71.7%
h2tg000042l_9_IGH	+	743741	745914	2174	h2tg000042l_9_IGH	+	742027	744584	2558	77.0%
h2tg000042l_9_IGH	+	745087	745914	828	h2tg000042l_9_IGH	+	741925	742750	826	71.3%
h2tg000042l_9_IGH	+	742792	745914	3123	h2tg000042l_9_IGH	+	741931	744818	2888	76.0%
h2tg000042l_9_IGH	+	742445	745914	3470	h2tg000042l_9_IGH	+	742031	745374	3344	75.8%
h2tg000042l_9_IGH	+	743765	745914	2150	h2tg000042l_9_IGH	+	742031	744539	2509	77.2%
h2tg000042l_9_IGH	+	743735	745914	2180	h2tg000042l_9_IGH	+	741951	744424	2474	75.5%
h2tg000042l_9_IGH	+	742465	745914	3450	h2tg000042l_9_IGH	+	742031	745344	3314	76.9%
h2tg000042l_9_IGH	+	743667	745914	2248	h2tg000042l_9_IGH	+	741930	744524	2595	77.4%
h2tg000042l_9_IGH	+	743825	745914	2090	h2tg000042l_9_IGH	+	742031	744409	2379	78.0%
h2tg000042l_9_IGH	+	742102	745914	3813	h2tg000042l_9_IGH	+	742027	745674	3648	78.9%
h2tg000042l_9_IGH	+	744034	745914	1881	h2tg000042l_9_IGH	+	742185	744299	2115	73.4%
h2tg000042l_9_IGH	+	743962	745914	1953	h2tg000042l_9_IGH	+	742078	744044	1967	73.8%
h2tg000042l_9_IGH	+	742045	745914	3870	h2tg000042l_9_IGH	+	742025	745859	3835	75.0%
h2tg000042l_9_IGH	+	742066	745914	3849	h2tg000042l_9_IGH	+	742031	745854	3824	78.3%
h2tg000042l_9_IGH	+	743747	745914	2168	h2tg000042l_9_IGH	+	741925	744304	2380	76.7%
h2tg000042l_9_IGH	+	744272	745911	1640	h2tg000042l_9_IGH	+	742163	743727	1565	74.4%
h2tg000042l_9_IGH	+	743381	745911	2531	h2tg000042l_9_IGH	+	742581	745047	2467	73.2%
h2tg000042l_9_IGH	+	744224	745911	1688	h2tg000042l_9_IGH	+	742160	743772	1613	73.3%
h2tg000042l_9_IGH	+	742027	745911	3885	h2tg000042l_9_IGH	+	741952	745741	3790	75.5%
h2tg000042l_9_IGH	+	742081	745911	3831	h2tg000042l_9_IGH	+	742031	745801	3771	73.9%
h2tg000042l_9_IGH	+	743906	745911	2006	h2tg000042l_9_IGH	+	742027	744061	2035	74.8%
h2tg000042l_9_IGH	+	744591	745909	1319	h2tg000042l_9_IGH	+	741930	743274	1345	75.3%
h2tg000042l_9_IGH	+	744768	745908	1141	h2tg000042l_9_IGH	+	743355	744598	1244	65.3%
h2tg000042l_9_IGH	+	744695	745908	1214	h2tg000042l_9_IGH	+	742672	743904	1233	68.9%
h2tg000042l_9_IGH	+	743412	745908	2497	h2tg000042l_9_IGH	+	742910	745343	2434	71.6%
h2tg000042l_9_IGH	+	745107	745908	802	h2tg000042l_9_IGH	+	742332	743133	802	75.7%
h2tg000042l_9_IGH	+	743717	745908	2192	h2tg000042l_9_IGH	+	742033	744643	2611	77.6%
h2tg000042l_9_IGH	+	744905	745908	1004	h2tg000042l_9_IGH	+	741951	742878	928	73.6%
h2tg000042l_9_IGH	+	742871	745908	3038	h2tg000042l_9_IGH	+	741925	744787	2863	76.9%
h2tg000042l_9_IGH	+	744425	745908	1484	h2tg000042l_9_IGH	+	741924	743490	1567	75.7%
h2tg000042l_9_IGH	+	744154	745893	1740	h2tg000042l_9_IGH	+	742031	743633	1603	75.4%
h2tg000042l_9_IGH	+	744584	745893	1310	h2tg000042l_9_IGH	+	741951	743318	1368	74.6%
h2tg000042l_9_IGH	+	745028	745892	865	h2tg000042l_9_IGH	+	743508	744407	900	70.0%
h2tg000042l_9_IGH	+	744395	745892	1498	h2tg000042l_9_IGH	+	742027	743613	1587	71.2%
h2tg000042l_9_IGH	+	744474	745892	1419	h2tg000042l_9_IGH	+	741951	743408	1458	73.9%
h2tg000042l_9_IGH	+	744696	745892	1197	h2tg000042l_9_IGH	+	743818	745018	1201	74.8%
h2tg000042l_9_IGH	+	744687	745892	1206	h2tg000042l_9_IGH	+	741922	743127	1206	72.5%
h2tg000042l_9_IGH	+	744266	745892	1627	h2tg000042l_9_IGH	+	741925	743623	1699	74.7%
h2tg000042l_9_IGH	+	744675	745892	1218	h2tg000042l_9_IGH	+	741919	743137	1219	71.9%
